district,neighbourhood,address,direction,area,floor,room,price,unit,link,describe
旅顺,顺海香堤岛,顺乐街,南北,85.00,共5层,2室2厅1卫,44,5176元/㎡,https://dl.58.com/ershoufang/36141523748549x.shtml,外贸.多层洋房（南北通厅）精装修.降价5万82平
中山,昆明街社区,洛川街32-34号(双号),南北,43,高层(共7层),2室1厅1卫,78,18139元/㎡,https://dl.58.com/ershoufang/36143142278210x.shtml,昆明街精装两室.南北通厅.近学校近车站近乐购交通
旅顺,地中海郡,滨港路999-44号,南,60.72,高层(共11层),1室1厅1卫,28,4611元/㎡,https://dl.58.com/ershoufang/36145725171136x.shtml,旅顺开发区华通南向一室小户型采光超好
甘井子,松江路小区,"松江路1号,2号,5-9(单号),10号",南北,68.00,高层(共6层),2室2厅1卫,89.5,13161元/㎡,https://dl.58.com/ershoufang/36138845684367x.shtml,松江路楼5楼豪华装修两室两厅.近地.铁口
旅顺,保利西海岸,金华路,南北,114.9,低层(共33层),3室2厅1卫,51,4438元/㎡,https://dl.58.com/ershoufang/36141222064325x.shtml,世界和平公园.无敌海景房.两室送一室.大产权
中山,东港第,长江东路,南北,88.7,中层(共33层),3室2厅2卫,232,26155元/㎡,https://dl.58.com/ershoufang/36132313913907x.shtml,东港双.海景房非填海.龙湖天璞.南北通透.送阳台
甘井子,骏达绅士花园,促进路170号,南北,90.66,中层(共18层),2室2厅1卫,168,18530元/㎡,https://dl.58.com/ershoufang/36128832645253x.shtml,周二小汇文中学骏达绅士花园91平10万精装拎包入
沙河口,徐州街小区,徐州街61号,西南,62,高层(共7层),2室1厅1卫,53.8,8677元/㎡,https://dl.58.com/ershoufang/36127374078353x.shtml,便宜两室.单价8500南向好房.95年房子.看房
开发区,金地新里程,双丰路144号,南,40.16,中层(共11层),1室1厅1卫,25,6225元/㎡,https://dl.58.com/ershoufang/36140365848340x.shtml,特价一套.金地新里程.精装修.南向.一室一厅.首
甘井子,保利罗兰,欣博街,南北,78.78,低层(共9层),2室2厅1卫,105,13328元/㎡,https://dl.58.com/ershoufang/36140524971527x.shtml,机场保利罗兰.南北通厅精装两室两厅.实验小.学D
甘井子,亚联翡翠春城,金柳路31号,南北,96.75,低层(共30层),2室2厅1卫,126,13023元/㎡,https://dl.58.com/ershoufang/36138843774899x.shtml,买房3000元新上甘井子不限购大华后身翡翠春城阳
旅顺,阳光书香苑,海辉街162号,南,48.94,高层(共6层),1室1厅1卫,26,5312元/㎡,https://dl.58.com/ershoufang/36041816164609x.shtml,阳光书香苑多层拎包就住房主诚心卖房子南向随时看房
西岗,林茂小区,林茂街6-8号,南,49,高层(共6层),2室1厅1卫,56,11428元/㎡,https://dl.58.com/ershoufang/36128335014795x.shtml,南石道街北石道街林茂小区40路车站旁装修特好.户
中山,中海海港城,港隆西路20,南北,155,中层(共45层),3室2厅3卫,265,17096元/㎡,https://dl.58.com/ershoufang/36129628710323x.shtml,中山.中海海港城.豪华精装修.一线看海，南北通透
甘井子,华润二十四城,玉浓街,南北,88,低层(共17层),2室2厅1卫,149,16931元/㎡,https://dl.58.com/ershoufang/36130852116788x.shtml,华润二十四城一次认筹金二76中精装.南北通厅.地
高新园,亿达国际新城,五一路,南北,112.62,低层(共13层),2室2厅1卫,230,20422元/㎡,https://dl.58.com/ershoufang/36071696193471x.shtml,房源，大降10万！好房就在亿达国际新城！双语九年
高新园,亿达国际新城,五一路,南北,125.41,中层(共13层),3室2厅1卫,279,22247元/㎡,https://dl.58.com/ershoufang/35964527566867x.shtml,房源，大降10万！好房就在亿达国际新城
甘井子,远洋荣域,汇通街79号,南北,87.6,低层(共32层),3室2厅1卫,163,18607元/㎡,https://dl.58.com/ershoufang/36031445163187x.shtml,降价啦华南商圈远洋荣域小三室户型带400平大平台
旅顺,地中海郡,滨港路999-44号,南北,72.53,低层(共11层),2室1厅1卫,38,5239元/㎡,https://dl.58.com/ershoufang/36007897549113x.shtml,华通三期地中海郡.73平精装修38万.拎包入住
开发区,融创海逸长洲,滨海南路51号,南北,108,低层(共33层),3室2厅1卫,150,13888元/㎡,https://dl.58.com/ershoufang/35962869624707x.shtml,首付40万一线海景.振连路口.滨海板块精装修融创
甘井子,加州洋房,中华西路,南北,98.64,中层(共11层),2室2厅1卫,168,17031元/㎡,https://dl.58.com/ershoufang/36053148796945x.shtml,华南商圈.加州洋房.豪华装修.一眼即中.房主配合
甘井子,山东路小区,"山东路55号,59-71(单号),77号,81-83号(单号),174号,180号,190号,194-198号(双号),202-204号(双号)",东西,55.0,高层(共6层),2室1厅1卫,65.8,11963元/㎡,https://dl.58.com/ershoufang/36141706844729x.shtml,为你而选为你为家.山东路.千山路.南北两室北卫生
沙河口,星海莲花湾(B区),胜利路160号,南北,95.8,低层(共32层),2室2厅1卫,192,20041元/㎡,https://dl.58.com/ershoufang/36141367606021x.shtml,胜利路星海融汇，全明两室，南北通厅，中间楼层，仅
沙河口,锦绣园,锦绣路51号,南北,98,中层(共7层),2室2厅1卫,126,12857元/㎡,https://dl.58.com/ershoufang/36149663021970x.shtml,锦绣.框架.4楼.学.区房.南北通厅.采光好.交
高新园,中瀛臻堡,顺龙路152号,南北,122,高层(共13层),3室2厅2卫,135,11065元/㎡,https://dl.58.com/ershoufang/35540830642128x.shtml,高新园区.小高层.封闭小区.送车库.近车站.近市
开发区,银帆国际,黄海西路4号,南,74.7,中层(共32层),2室1厅1卫,80,10709元/㎡,https://dl.58.com/ershoufang/36083522998075x.shtml,金马路轻轨站旁.央企打造.银帆国际.6中重点.一
西岗,白云新村,山庄北三街,南北,70,中层(共7层),2室1厅1卫,72,10285元/㎡,https://dl.58.com/ershoufang/36149564600973x.shtml,白云新村.南北向.70平72万5楼
甘井子,金地自在城(别墅),罕关北路,南北,145,共3层,6室4厅3卫,300,20689元/㎡,https://dl.58.com/ershoufang/36149530744077x.shtml,北站附近.前关湿地公园.金地高端品牌别墅区，独门
旅顺,美林西岸翡翠湾,滨港路,南北,120,中层(共11层),3室2厅1卫,65,5416元/㎡,https://dl.58.com/ershoufang/36066360933771x.shtml,美林西岸3室南北通厅通透精装修拎包入住明卫采光好
高新园,育慧名苑,横山街116号,南,79.5,低层(共9层),2室2厅1卫,63,7924元/㎡,https://dl.58.com/ershoufang/36149536793799x.shtml,育慧名苑，迎春小学，大华小学，实验中学，得房率高
旅顺,中房观山听海,鸡冠山路,南北,89,中层(共15层),3室2厅1卫,55,6179元/㎡,https://dl.58.com/ershoufang/36149537062070x.shtml,观山听海准现房双重学.另赠送8万装修大礼包
甘井子,动力院景C区,汇德路,南北,106.00,高层(共16层),2室2厅1卫,140,13207元/㎡,https://dl.58.com/ershoufang/36142528968637x.shtml,华南动力院景客厅开间4.2米，单价13000平，
旅顺,湾德里华府,广源街2号,南北,90,中层(共16层),2室2厅1卫,37,4111元/㎡,https://dl.58.com/ershoufang/36094982522310x.shtml,外贸.大学附近湾德里华府清水房.单.价.低.任
甘井子,千山路小区,"千山路11-15号(单号),16-18号(双号),21-27号(单号),28-30号(双号),34-38号(双号)",南,43.0,高层(共7层),2室1厅1卫,47,10930元/㎡,https://dl.58.com/ershoufang/36140555422736x.shtml,超便宜D铁房.单价10000.中间楼层精装好房
中山,当代艺术,港东五街,南北,127,中层(共30层),3室2厅2卫,318,25039元/㎡,https://dl.58.com/ershoufang/36052988719361x.shtml,东港.小中面积.即将认筹.70年产权不限购带学
开发区,福佳绿岛,滨海旅游路,南北,82.03,中层(共33层),2室2厅1卫,68,8289元/㎡,https://dl.58.com/ershoufang/36142896360647x.shtml,红星海伴山澜湾南北两室.跨海大桥开通到市内只需2
旅顺,地中海郡,滨港路999-44号,南北,93.00,低层(共11层),2室2厅1卫,45,4838元/㎡,https://dl.58.com/ershoufang/36149398756739x.shtml,旅顺.南北通透通厅户型精装修中间楼层视野.采光好
旅顺,九三小区,九三路,南北,81.32,高层(共7层),2室2厅1卫,46,5656元/㎡,https://dl.58.com/ershoufang/36149335730953x.shtml,急售，九三路房源，2室，南北，地脚好，单价低，看
开发区,湾里南小区,辽宁中路,南,69.74,高层(共18层),2室1厅1卫,62.8,9004元/㎡,https://dl.58.com/ershoufang/36142232037123x.shtml,湾里南两室一厅三阳户型中间楼层采光充足金湾商城有
西岗,畅通花园二期,红岩街,南北,179.35,中层(共11层),4室2厅2卫,423,23585元/㎡,https://dl.58.com/ershoufang/35997044065170x.shtml,买房3千.34中.畅通花园.五明户型.电梯框架房
开发区,尚海华庭,黄海东路,南,59,高层(共32层),2室1厅1卫,49,8305元/㎡,https://dl.58.com/ershoufang/36142232042502x.shtml,尚海华庭清水房两室一厅中间楼层视野开阔临近盛京医
中山,小龙街小区,解放路647-10号,南,59.08,中层(共7层),2室1厅1卫,92,15572元/㎡,https://dl.58.com/ershoufang/36105692524871x.shtml,解放路小龙街道边4楼.下楼就是车站地铁口.近老虎
开发区,东城天下,辽河中路,南北,115.88,中层(共11层),2室2厅1卫,135,11649元/㎡,https://dl.58.com/ershoufang/36149188865721x.shtml,东城天下五明户型豪华装修.南北通透通厅大落地窗
开发区,鲁能优山美地琴海园,金石路57号,南北,124.08,共4层,3室2厅2卫,105,8462元/㎡,https://dl.58.com/ershoufang/36145206033605x.shtml,多层四楼不算高.可打百平以上阁楼.采光超好
旅顺,中庚香海金鼎,夏月路87号,南,76.21,低层(共33层),2室1厅1卫,39,5117元/㎡,https://dl.58.com/ershoufang/36117406866827x.shtml,旅顺.香海金鼎.双.学.区.45到101平.通透
开发区,一方天鹅湖,湖居路,南北,84,低层(共11层),2室2厅1卫,48,5714元/㎡,https://dl.58.com/ershoufang/36149249384833x.shtml,一方天鹅湖合院.五名户型南北通透.赠送超大阳台
旅顺,阳光书香苑,海辉街162号,南北,63.4,高层(共6层),2室1厅1卫,41,6466元/㎡,https://dl.58.com/ershoufang/36068214085643x.shtml,阳光书香苑.精装修.两室一厅.拎包入住
开发区,融创海逸长洲,滨海南路51号,南北,118,低层(共34层),3室2厅1卫,150.7,12771元/㎡,https://dl.58.com/ershoufang/36126714682550x.shtml,滨海路.可选楼层.三室南北通厅.精装修.一线海景
金州,平安小区,八一路177,南北,63.31,高层(共7层),2室1厅1卫,39.8,6286元/㎡,https://dl.58.com/ershoufang/36139663061555x.shtml,南北通透.婚房品质装修.2室1厅.首付12万
旅顺,阳光家园,滨港路,南北,123,共5层,2室2厅1卫,39.4,3203元/㎡,https://dl.58.com/ershoufang/36108751824319x.shtml,新增世界和平公园.阳光家园123平南北通厅多层洋
甘井子,华南小区,天河路4号,南北,96.0,高层(共10层),2室2厅1卫,139,14479元/㎡,https://dl.58.com/ershoufang/36148457067572x.shtml,华南商圈.安盛亿合城.仅此一套.两室两厅精装修
旅顺,保利西海岸,金华路,南北,114.9,低层(共33层),3室2厅1卫,52,4525元/㎡,https://dl.58.com/ershoufang/36142151765776x.shtml,保利西海岸南北通厅通透114平3室2厅中间楼层户
旅顺,顺海香堤岛,顺乐街,南北,85.00,共5层,2室2厅1卫,44,5176元/㎡,https://dl.58.com/ershoufang/36141523748549x.shtml,外贸.多层洋房（南北通厅）精装修.降价5万82平
中山,昆明街社区,洛川街32-34号(双号),南北,43,高层(共7层),2室1厅1卫,78,18139元/㎡,https://dl.58.com/ershoufang/36143142278210x.shtml,昆明街精装两室.南北通厅.近学校近车站近乐购交通
旅顺,地中海郡,滨港路999-44号,南,60.72,高层(共11层),1室1厅1卫,28,4611元/㎡,https://dl.58.com/ershoufang/36145725171136x.shtml,旅顺开发区华通南向一室小户型采光超好
甘井子,松江路小区,"松江路1号,2号,5-9(单号),10号",南北,68.00,高层(共6层),2室2厅1卫,89.5,13161元/㎡,https://dl.58.com/ershoufang/36138845684367x.shtml,松江路楼5楼豪华装修两室两厅.近地.铁口
旅顺,保利西海岸,金华路,南北,114.9,低层(共33层),3室2厅1卫,51,4438元/㎡,https://dl.58.com/ershoufang/36141222064325x.shtml,世界和平公园.无敌海景房.两室送一室.大产权
中山,东港第,长江东路,南北,88.7,中层(共33层),3室2厅2卫,232,26155元/㎡,https://dl.58.com/ershoufang/36132313913907x.shtml,东港双.海景房非填海.龙湖天璞.南北通透.送阳台
甘井子,骏达绅士花园,促进路170号,南北,90.66,中层(共18层),2室2厅1卫,168,18530元/㎡,https://dl.58.com/ershoufang/36128832645253x.shtml,周二小汇文中学骏达绅士花园91平10万精装拎包入
沙河口,徐州街小区,徐州街61号,西南,62,高层(共7层),2室1厅1卫,53.8,8677元/㎡,https://dl.58.com/ershoufang/36127374078353x.shtml,便宜两室.单价8500南向好房.95年房子.看房
开发区,金地新里程,双丰路144号,南,40.16,中层(共11层),1室1厅1卫,25,6225元/㎡,https://dl.58.com/ershoufang/36140365848340x.shtml,特价一套.金地新里程.精装修.南向.一室一厅.首
甘井子,保利罗兰,欣博街,南北,78.78,低层(共9层),2室2厅1卫,105,13328元/㎡,https://dl.58.com/ershoufang/36140524971527x.shtml,机场保利罗兰.南北通厅精装两室两厅.实验小.学D
旅顺,中庚香海小镇,滨港路966号,南,57.00,高层(共17层),2室1厅1卫,33.5,5877元/㎡,https://dl.58.com/ershoufang/36138198301588x.shtml,大连旅顺.世界和平公园.33.5万元好楼层好位置
甘井子,亚联翡翠春城,金柳路31号,南北,96.75,低层(共30层),2室2厅1卫,126,13023元/㎡,https://dl.58.com/ershoufang/36138843774899x.shtml,买房3000元新上甘井子不限购大华后身翡翠春城阳
开发区,心田佳苑,光谷路,南北,94.74,共5层,2室2厅1卫,67,7071元/㎡,https://dl.58.com/ershoufang/36064026478663x.shtml,金石滩.英郡年华.多层洋房.南北通透.性价比高
旅顺,阳光书香苑,海辉街162号,南,48.94,高层(共6层),1室1厅1卫,26,5312元/㎡,https://dl.58.com/ershoufang/36041816164609x.shtml,阳光书香苑多层拎包就住房主诚心卖房子南向随时看房
西岗,林茂小区,林茂街6-8号,南,49,高层(共6层),2室1厅1卫,56,11428元/㎡,https://dl.58.com/ershoufang/36128335014795x.shtml,南石道街北石道街林茂小区40路车站旁装修特好.户
中山,中海海港城,港隆西路20,南北,155,中层(共45层),3室2厅3卫,265,17096元/㎡,https://dl.58.com/ershoufang/36129628710323x.shtml,中山.中海海港城.豪华精装修.一线看海，南北通透
甘井子,华润二十四城,玉浓街,南北,88,低层(共17层),2室2厅1卫,149,16931元/㎡,https://dl.58.com/ershoufang/36130852116788x.shtml,华润二十四城一次认筹金二76中精装.南北通厅.地
高新园,亿达国际新城,五一路,南北,112.62,低层(共13层),2室2厅1卫,230,20422元/㎡,https://dl.58.com/ershoufang/36071696193471x.shtml,房源，大降10万！好房就在亿达国际新城！双语九年
高新园,亿达国际新城,五一路,南北,125.41,中层(共13层),3室2厅1卫,279,22247元/㎡,https://dl.58.com/ershoufang/35964527566867x.shtml,房源，大降10万！好房就在亿达国际新城
甘井子,远洋荣域,汇通街79号,南北,87.6,低层(共32层),3室2厅1卫,163,18607元/㎡,https://dl.58.com/ershoufang/36031445163187x.shtml,降价啦华南商圈远洋荣域小三室户型带400平大平台
旅顺,地中海郡,滨港路999-44号,南北,72.53,低层(共11层),2室1厅1卫,38,5239元/㎡,https://dl.58.com/ershoufang/36007897549113x.shtml,华通三期地中海郡.73平精装修38万.拎包入住
开发区,融创海逸长洲,滨海南路51号,南北,108,低层(共33层),3室2厅1卫,150,13888元/㎡,https://dl.58.com/ershoufang/35962869624707x.shtml,首付40万一线海景.振连路口.滨海板块精装修融创
甘井子,加州洋房,中华西路,南北,98.64,中层(共11层),2室2厅1卫,168,17031元/㎡,https://dl.58.com/ershoufang/36053148796945x.shtml,华南商圈.加州洋房.豪华装修.一眼即中.房主配合
甘井子,山东路小区,"山东路55号,59-71(单号),77号,81-83号(单号),174号,180号,190号,194-198号(双号),202-204号(双号)",东西,55.0,高层(共6层),2室1厅1卫,65.8,11963元/㎡,https://dl.58.com/ershoufang/36141706844729x.shtml,为你而选为你为家.山东路.千山路.南北两室北卫生
沙河口,星海莲花湾(B区),胜利路160号,南北,95.8,低层(共32层),2室2厅1卫,192,20041元/㎡,https://dl.58.com/ershoufang/36141367606021x.shtml,胜利路星海融汇，全明两室，南北通厅，中间楼层，仅
沙河口,锦绣园,锦绣路51号,南北,98,中层(共7层),2室2厅1卫,126,12857元/㎡,https://dl.58.com/ershoufang/36149663021970x.shtml,锦绣.框架.4楼.学.区房.南北通厅.采光好.交
高新园,中瀛臻堡,顺龙路152号,南北,122,高层(共13层),3室2厅2卫,135,11065元/㎡,https://dl.58.com/ershoufang/35540830642128x.shtml,高新园区.小高层.封闭小区.送车库.近车站.近市
开发区,银帆国际,黄海西路4号,南,74.7,中层(共32层),2室1厅1卫,80,10709元/㎡,https://dl.58.com/ershoufang/36083522998075x.shtml,金马路轻轨站旁.央企打造.银帆国际.6中重点.一
甘井子,南岭新城(三期),俊岭街37号,南,49,高层(共6层),1室1厅1卫,62,12653元/㎡,https://dl.58.com/ershoufang/36140531323459x.shtml,南关岭小学身后.南岭新城三期.南向一室一厅.精装
西岗,白云新村,山庄北三街,南北,70,中层(共7层),2室1厅1卫,72,10285元/㎡,https://dl.58.com/ershoufang/36149564600973x.shtml,白云新村.南北向.70平72万5楼
开发区,金科理想城,金马路,南北,79,中层(共27层),2室2厅1卫,64,8101元/㎡,https://dl.58.com/ershoufang/36149525873039x.shtml,金港路花园.自贸区中心70年产权.金港小学中学
甘井子,金地自在城(别墅),罕关北路,南北,145,共3层,6室4厅3卫,300,20689元/㎡,https://dl.58.com/ershoufang/36149530744077x.shtml,北站附近.前关湿地公园.金地高端品牌别墅区，独门
旅顺,合生帝景苑,盐北路,南北,114,低层(共17层),3室2厅2卫,52,4561元/㎡,https://dl.58.com/ershoufang/36141821243139x.shtml,旅顺房展特.价房，114平三室两厅两卫，无税，轻
甘井子,华南小区,天河路4号,南北,68,高层(共6层),2室1厅1卫,76,11176元/㎡,https://dl.58.com/ershoufang/36140658612922x.shtml,华南山东路.精装修两室.看房方便.通厅好户型.位
甘井子,保利梧桐语,辛萍街,南北,100,中层(共18层),3室2厅1卫,115,11500元/㎡,https://dl.58.com/ershoufang/36108949933834x.shtml,机场保利梧桐语.南北通厅三室.实验小学育文.地热
旅顺,合生帝景苑,盐北路,南北,91,低层(共19层),3室2厅2卫,54.6,6000元/㎡,https://dl.58.com/ershoufang/36141821223620x.shtml,大连房展精.品，特.价房源，低于市场价8万，三室
沙河口,观山满庭芳,马兰北街190号,南北,93,低层(共6层),2室2厅1卫,208,22365元/㎡,https://dl.58.com/ershoufang/36064162814992x.shtml,马兰精装一楼洋房.观山满庭芳送阳光房.南北院子
中山,景山小区,高尚路,南北,60.11,高层(共7层),2室1厅1卫,72.8,12111元/㎡,https://dl.58.com/ershoufang/36128152871425x.shtml,景山小区高洁巷403终点阳光明媚五明户型天然氧吧
旅顺,第一郡,新城大街747号,南北,115,中层(共11层),3室2厅2卫,103,8956元/㎡,https://dl.58.com/ershoufang/36108761342731x.shtml,亿达第壹郡五期火爆开盘了.三室两卫.南北通厅.南
金州,民馨小区,惠民街169号,南北,81,中层(共6层),2室1厅1卫,65,8024元/㎡,https://dl.58.com/ershoufang/36104662836149x.shtml,117中学民馨小区精装南北通透拎包住地热采光好户
甘井子,骏腾名苑,中华路,南北,105,中层(共11层),3室2厅1卫,152,14476元/㎡,https://dl.58.com/ershoufang/36040056024517x.shtml,中届费3千临华南3室，南北向精装修小高层，一梯三
甘井子,亲亲家园,红旗中路,南北,148.4,高层(共12层),3室2厅2卫,207,13948元/㎡,https://dl.58.com/ershoufang/36139707563838x.shtml,亲亲家园11楼12顶五明户型小区中心位置近地铁市
中山,龙湖水晶郦湾,港浦路,南北,181.25,高层(共37层),3室2厅2卫,560,30896元/㎡,https://dl.58.com/ershoufang/36139092273683x.shtml,东港一中一小精装南北三室无敌海景房成功人士标准生
甘井子,美辰香醒,华东路,南,62.48,高层(共18层),1室2厅1卫,110,17605元/㎡,https://dl.58.com/ershoufang/36139051739078x.shtml,华南广场.美辰香醒.精装修.地脚好.婚房装修
旅顺,麓岛兰湾,金荣街1号,南,78.0,低层(共10层),2室2厅1卫,33,4230元/㎡,https://dl.58.com/ershoufang/36139127595463x.shtml,"适合过渡,解决一时住房需求，世界和平公园轻轨首"
沙河口,侯二小区,沙能街,东北,62,高层(共7层),2室1厅1卫,48,7741元/㎡,https://dl.58.com/ershoufang/36139044151314x.shtml,侯二小区丝绸路，便宜两室.单价才7500元.还能
甘井子,南岭新城二期,悦岭街92号,南北,72,共5层,2室2厅1卫,105,14583元/㎡,https://dl.58.com/ershoufang/36138574330938x.shtml,南关岭两室两厅南北通透户型南客厅送大阳台拎包入住
甘井子,泡崖二区,玉胜路,南北,78,低层(共7层),2室1厅1卫,81,10384元/㎡,https://dl.58.com/ershoufang/36138975292041x.shtml,泡崖二区新达街南北78平81万2室2楼
甘井子,千山心城,千山路79号,南北,94.89,低层(共7层),2室2厅1卫,149.2,15723元/㎡,https://dl.58.com/ershoufang/36086421678139x.shtml,华南商圈地铁沿线千山心城二楼南北两室明厅，拎包入
甘井子,亲亲家园,红旗中路,南北,148.4,高层(共12层),3室2厅2卫,207,13948元/㎡,https://dl.58.com/ershoufang/36138872961207x.shtml,马兰亲亲家园148平207万三室两厅两卫南北通厅
高新园,国宝星月湾,旅顺南路,南北,146,高层(共25层),4室2厅2卫,125,8561元/㎡,https://dl.58.com/ershoufang/36138944625725x.shtml,高新区.两南一北.国宝星月湾.146平.只卖12
中山,当代艺术,港东五街,南,90,中层(共38层),2室2厅1卫,225,25000元/㎡,https://dl.58.com/ershoufang/36138809707066x.shtml,东港一小一中.70年产权.不限购.东港.中庚当代
甘井子,亚联翡翠春城,金柳路31号,南,55.38,中层(共28层),1室1厅1卫,83,14987元/㎡,https://dl.58.com/ershoufang/36138818060477x.shtml,买房一律3000好房来袭新上翡翠春城精装一室大华
开发区,心田佳苑,光谷路,南,63.85,低层(共6层),1室2厅1卫,39,6108元/㎡,https://dl.58.com/ershoufang/36138762531015x.shtml,金石滩，英郡年华，五A级景区，养老投姿，70年产
甘井子,王家桥小区,促进路,西,56.23,低层(共6层),2室1厅1卫,67,11915元/㎡,https://dl.58.com/ershoufang/36138738025526x.shtml,房子户型规矩.楼层适中.看房子有钥匙.汇文周二
开发区,融创海逸长洲,滨海南路51号,南北,92,中层(共34层),2室2厅1卫,130,14130元/㎡,https://dl.58.com/ershoufang/36138864679436x.shtml,融创海逸长洲，高端品质，豪华装修，开发区滨海板块
甘井子,龙畔金泉泉水K3区,响泉街,南北,141.81,中层(共6层),3室2厅2卫,169,11917元/㎡,https://dl.58.com/ershoufang/36116924066055x.shtml,欧尚广场，泉水K区，大三居双明卫，南北通厅通透全
中山,中海海港城,港隆西路20,南北,183.4,低层(共45层),3室2厅2卫,273,14885元/㎡,https://dl.58.com/ershoufang/36085421313218x.shtml,非填海精装修双学.区进地铁南北通透，中海海港城，
旅顺,美林西岸(二期),兴发路,南北,101,高层(共12层),2室2厅1卫,48,4752元/㎡,https://dl.58.com/ershoufang/35972637549569x.shtml,大连旅顺世界和平公园旁两室两厅南北通厅户型好
开发区,心田佳苑,光谷路,南北,63.85,中层(共8层),1室2厅1卫,43,6734元/㎡,https://dl.58.com/ershoufang/36115980049155x.shtml,特惠.英郡年华.电梯花园洋房.可改两室.70年大
西岗,星海莲花湾(F区),胜利路116号,南,73.64,高层(共32层),2室1厅1卫,158,21455元/㎡,https://dl.58.com/ershoufang/36108502477639x.shtml,0中阶费.星海融汇莲花湾胜利路.新上精装两室未入
开发区,上品公馆,辽河西二路,北,33.00,中层(共16层),1室1厅1卫,30,9090元/㎡,https://dl.58.com/ershoufang/36138229166517x.shtml,轻轨站对面.买一楼一.层.实用面积66平.价格只
开发区,鲁能优山美地拂海园,金石路,南北,120,高层(共6层),4室3厅2卫,103,8583元/㎡,https://dl.58.com/ershoufang/36107987194563x.shtml,金石滩鲁能多层电梯洋房~轻轨旁单价8500元~送
旅顺,新加坡花园,新城大街696号,南北,82.98,高层(共18层),2室2厅1卫,55,6628元/㎡,https://dl.58.com/ershoufang/36108502406285x.shtml,水师营新加坡花园.两室两厅.简单装修.南北通透
西岗,星海绿山城,胜利东路238号,南,73.55,中层(共11层),2室2厅1卫,215,29231元/㎡,https://dl.58.com/ershoufang/36127581328955x.shtml,买房3千.34星海绿山城.封闭小区.精装2室.1
沙河口,泊林阳光,红凌路135号,南北,95.3,中层(共7层),2室2厅1卫,131,13746元/㎡,https://dl.58.com/ershoufang/36028294677134x.shtml,锦绣暖山.马栏广场.位置好.无坡.近车站.近市场
甘井子,福佳新城,振兴路,南,63,低层(共23层),1室1厅1卫,70,11111元/㎡,https://dl.58.com/ershoufang/36132272669960x.shtml,福佳新城新出63平单价1万一室的好房子，可以改成
甘井子,福佳新城,振兴路,南北,81,低层(共18层),2室2厅1卫,81,10000元/㎡,https://dl.58.com/ershoufang/36131293670843x.shtml,福佳新城一手房81平南北通厅户型70年产权
开发区,城润万家,金马路,南北,111.26,高层(共18层),3室2厅1卫,113,10156元/㎡,https://dl.58.com/ershoufang/36130863670926x.shtml,商品房满五年，3室，朝向南北通透先服务后收费
西岗,景润小区,北岗街1号,南北,74.69,中层(共7层),2室2厅1卫,106,14191元/㎡,https://dl.58.com/ershoufang/36130183568696x.shtml,景润小区精装修两室两厅三楼好房子
旅顺,黄河路小区,黄河路69-83号,南北,99,中层(共7层),3室2厅1卫,74,7474元/㎡,https://dl.58.com/ershoufang/36128038852545x.shtml,黄河路五楼精装修三室的房子，好益家对个，交通方便
中山,当代艺术,港东五街,南北,111,低层(共30层),3室2厅1卫,240,21621元/㎡,https://dl.58.com/ershoufang/36127747610260x.shtml,当代艺术三期.东港一小一中.南北向.70年产权不
甘井子,八一新居,郭东街,南北,121.98,中层(共12层),3室2厅1卫,130,10657元/㎡,https://dl.58.com/ershoufang/36086399846793x.shtml,急售全款机场八一新居122平130万三室精装修近
开发区,华润海中国悦海园,滨海中路,南,85.82,中层(共34层),2室2厅1卫,124,14448元/㎡,https://dl.58.com/ershoufang/36128405986234x.shtml,华润挑担两室.豪华装修好材料.急用钱.87平12
沙河口,市场公寓,西南路558号,南北,95.26,中层(共6层),3室2厅1卫,148,15536元/㎡,https://dl.58.com/ershoufang/35974875010756x.shtml,南北通透，可赠送家电家具。
开发区,融创海逸长洲,滨海南路51号,南,92,中层(共33层),2室2厅1卫,128,13913元/㎡,https://dl.58.com/ershoufang/35863217415474x.shtml,融创海逸长洲.无敌一线海景房.有山有水全是财.高
甘井子,大华诺斐墅,博翔街,南北,184,共4层,4室3厅3卫,580,31521元/㎡,https://dl.58.com/ershoufang/36041961889930x.shtml,高新大华诺斐墅.辽师附小附中.赠车库花园.叠拼实
甘井子,山东路小区,"山东路55号,59-71(单号),77号,81-83号(单号),174号,180号,190号,194-198号(双号),202-204号(双号)",南北,66,中层(共7层),2室1厅1卫,83.5,12651元/㎡,https://dl.58.com/ershoufang/36030936382017x.shtml,山东路两室精装修中间楼层采光好.地铁旁首付三成近
中山,华乐小区,海乐街,东南,66.8,高层(共18层),1室1厅1卫,92,13772元/㎡,https://dl.58.com/ershoufang/36116443051407x.shtml,华乐小区.东港一小.东南向.精装修.五明户型.带
沙河口,观山满庭芳,马兰北街190号,南北,89,中层(共9层),2室0厅1卫,175,19662元/㎡,https://dl.58.com/ershoufang/36117813123092x.shtml,马栏精装修格局极好南北通透修看房随时
沙河口,大华御庭(二期),台山街202号,南北,127,中层(共18层),3室2厅1卫,276,21732元/㎡,https://dl.58.com/ershoufang/36050082719284x.shtml,大华御庭精装修三室实验主诚信卖送车位价钱可谈收费
开发区,远洋假日养生庄园(别墅),光谷路,南北,180,共2层,5室3厅3卫,160,8888元/㎡,https://dl.58.com/ershoufang/36106749991106x.shtml,远洋假日联排.买两层送一层.五室.送大院南北通透
